,text,label
66,"Det er ret nyt, at nogle spiser alene foran fjernsynet, siger og forklarer, hvordan tilberedning og indtagelse af måltider historisk set har været en social begivenhed.",neutral
67,"Det er da godt, vi kan hjælpe ham. Jeg forstår bare ikke, at han blokerer i vildskab i stedet for at tage diskussionen, men sådan er det jo med nogen, de vil hellere klappes på ryggen i ekkokammeret",negative
68,Hvad er formålet med at lade Sousa sparke hjørnespark? De mangler i den grad kvalitet. #vejleb,negative
69,"Jewg er glad for at vi har valgt 10.klasse.
Selv om jeg godt kan læse reglerne og dermed kunne have fået min ikke-uddannelsesparate på STX/HYX",positive
70,Så er man selv ude om det 😎,negative
71,Præcis. Se opfølgende Tweet fra mig,neutral
72,"Der er kun værelsesnummer, men heldigvis ingen adresse. Jeg kom hjem kl 17 hvor jeg stadig havde dem, så gik jeg ud og lavede mad også er det engang efter jeg fik lavet mad at de forsvandt. Så enten har jeg lagt dem i køkkenet og glemt det (virker underligt dog) (1/2)",neutral
73,Kim har åbenbart ikke fået memo om tonen...,negative
74,"Nej, det er det ikke, men den førte udlændingepolitik er gak-gak og netop grunden til tilslutningen. Vi har fået nok af indvandrere, som udvander vor velfærd og tryghed. Try walking in our shoes for once!",negative
75,"Hva bunner uviljen i mot å analysere islamistenes ideologi? Er det for store likheter med mainstream Islam? Påskens ofre. Skal gerningsmændene hurtigt fanges og straffes, må vi også udpege ideologien, der har drevet dem. D | Weekendavisen",negative
76,"RT @USER: TDC dropper Huawei og lover 5G-net til hele Danmark i 2020 👍
[LINK] #5G #TDC #Huawei #dkpol",positive
77,Tusindvis af soldater gøres klar ved grænsen til Gaza,neutral
78,Når man skal beskrive ungdommen for morfar,neutral
79,Den fejl overlader jeg trygt til fejlens rette ejermænd: Carsten Sæbye og Frimann🥊🥊,neutral
80,RT @USER: Til alle lovers! Der er en ny vejrapp in town. Og den er præcis!,positive
81,"DR fortæller, hvordan EU-støtte bidrager til udviklingen i kommuner og små virksomheder i Østdanmark - og hvordan hjælper dem på vej i Bruxelles. #dkgreen #eudk 
[LINK]",neutral
82,"""Mobil-overfølsomhed"" virker til at vokse hastigt i den elektrificerede verden.
Norske har samlet 140 beretninger.

@USER afviser lidelsen. Men med hvad?
Læs Tabt Tråds kommentar på Facebook for svaret.

#dktele #dkgreen #dkpol #dkmedier
[LINK]",neutral
83,"Smukt. I Danmark får vi alle mælk fra den samme ko. Det lyder jo som noget, der kunne stå på en plakat i en outdoorkampagne op til valget.",neutral
84,Vil i ren brodersolidaritet kræve ligestilling på beklædningsfronten NU #kedeligemændogsmartekvinder #eupol #ep19dk #eudk,neutral
85,"“Kære politikere. I har gjort det legitimt og mere acceptabelt i befolkningen at chikanere og mobbe medmennesker og kalde ellers lovlydige borgere socialt affald, kriminelle og sociale tabere. Ord skaber virkelighed” #dkpol",negative
86,"I blå blok er alt til gengæld fryd og gammen 😂😂😂
(Psst - det hedder politisk kamp om indflydelse. Det er det vi er valgt til. )",negative
87,🥰🇭🇷 en Pula Coleseum,positive
88,Og jeg gætter på at det hele hænger sammen med klimaforandringerne at vi ser disse udsving? #dkpol #dkgreen,neutral
89,Helt ærligt I spillede fantastisk! I spillede Fnatic ud af banen igår. Der er bare så stor afstand op til G2. EU sender helt klart det bedste hold til MSI. Håber i kan lære noget af G2 når i hopper ind i summersplit. Held og lykke og god ferie :),positive
90,"Søndag kl. 12.00 går det løs ude mod Hobro IK på DS Arena.

Nicolai Poulsen er ude med karantæne, mens Mads Aaquist er skadet. Kevin Conboy døjer lidt med en skade og starter på bænken. På bænken sidder også U19-spilleren Tobias Klysner, der kan få debut #randersfc #sldk",neutral
91,"Jeg tror, de genkender ham i Assens ..",neutral
92,Fra til med lidt krydderi fra - kom til tværpolitisk demostration i morgen støt #Bevar24syv #dkmedier #dkpol,neutral
93,Ny samarbejdsaftale på plads i Kommune Qeqertalik,neutral
94,"Har DF nogensinde lavet noget som ikke er en katastrofe?
#danskfolkepartierikkeetparti #dkpol",negative
95,"Så er det godt vi betaler skat for tæsk, Søren pap",negative
96,"Kan man overhovedet gøre beton interessant for børn &amp; unge? Ja, selvfølgelig! giver gode råd til eksperter i vores skolebesøgsordning Book en ekspert. Tak til for at lægge lokaler til &amp; skønt m deltagere fra bla",positive
97,Grillkrigen bluser op igen: Restaurant Flammen i hårdt angreb på Ilden-ejere #fyensdk,negative
98,"Helt absurd at gymnasiumelever fra København har lavere arbejdsmoral end gymnasiumelever fra Jylland. Hmm er det ikke for langt ude at føre sådan generaliseringer ud fra en undersøgelse? #dkpol 

",negative
99,Afventer invitation fra ;-),positive
100,🤔 #dkpol og #dkmedier ligger i bund på troværdighedslisten og denne kapring af emnerne til #FV19 kommer ikke som en overraskelse for mig-der er stemmer og cliks i skidtet🙄,negative
101,"Har du som dansker med #funktionsnedsættelser oplevet #diskrimination eller/og #eksklusion i fx #uddannelsessystemet? Føler du, at DK straffer dig, alene fordi du har funktionsnedsættelser? Hvor vigtigt er dette politiske område for dig?
#dkpol #ligeværd #Handicap #fv19 #uddpol",negative
102,"Ja, jeg synes det er den bedste ide, jeg håber de forstår .... det er bare at føde Bailey har træt mig ud.",positive
103,Skatteministeriet frygter advokatlæk til udbyttesvindlere,neutral
104,"Nej, de skal varetage den lovgivning vi har, fortælle sandheden når de informerer … bla derfor er det et kæmpe demokratisk problem at fratog klovnen #rasmuspaludan hans ytringsfrihed #dkpol",negative
105,Endnu et søm i kisten til forøgelse af vores ulighed. Flygtninge skal for enhver pris rammes og DF tager gerne andre fattige med i faldet.,negative
106,"Jeg har MEGET at lave, så sidder og redigere foto, og hører musik samtidig. 

Det er Kirkefotos lige nu, og jeg har lyst til at citere en person som skrev ude under en af kirkerne i sidste uge, da det noget som dette der driver mig ❤️

Citat...",neutral
107,"Trump blev præsident. Hitler blev rigskansler. Selv Laura Lindahl kan vel så blive statsminister med opbakning fra kuglestøderen og den forhenværende sociolog nu neoliberale tågehorn. #dkmedier fodrer folket, folket flest labber foderet i sig. Som tænkende art har vi fejlet 😷",negative
108,"Bryllupsturisme:
Optimismen er tilbage hos bryllupsarrangør efter ministermøde #tv2fyn #dkpol",neutral
109,"Myndighederne burde ikke tillade, at Hizb ut-Tahrir demonstrerer på Christiansborg Slotsplads i morgen! Foreningen, som er dømt for dødstrusler på danske jøder, og som ønsker det danske demokrati afskaffet og erstattet med et muslimsk kalifat, bør i stedet forbydes. #dkpol",negative
110,Det er en aftale.!😂😂,positive
111,"Så ondt! Så grusomt!
En deportation til Det mørke Jylland?
Stillet over for slige ondskabsfulde grusomheder må man naturligvis kaste håndklædet i ringen og trække stikket.
Ingen værre udsigter kan tænkes!!!
Godt Poul Madsen bestandigt ser så klart!!!",negative
112,Var han et fejlkøb? #cldk #pldk,negative
113,"Ak ja, havde det nu været vores opgave, så havde vi da hurtigt fået drejet den over på, det det må være en eller anden Mettes skyld.",negative
114,Hvor mange af dem vandt egentlig?,neutral
115,Tænker kan svare. Men umiddelbart vil jeg gætte på det er noget så simpelt som en økonomisk vurdering. Lige pt. Står de også uden overenskomst fordi man ikke prioriterer det hos politikerne.,neutral
116,"Ingen af delene er reelt væsentlige. Sagen er, at udenlandske investeringsfonde der alene har kapital, indtjening, finans og den slags fattige tanker, ikke skal overtage noget som helst kritisk infrastruktur her i landet. Det andet kan der arbejdes på.",neutral
117,"Det forudsætter, der ER noget at prale af. Det er svært at prale af at fx #Budgetloven og #Finanspagten årligt skærer 2 % af kommunernes budget. Så skal jeg prale af, at jeg er god til at løbe hurtigere pga. færre kolleger?",negative
118,"RO? Vores unges psykiske mistrivsel stiger! En national strategi mod psykisk mistrivsel bør have fokus på de langsigtede konsekvenser af at fysisk samvær er erstattet af memes og emojis på Snapchat. 

#Børneneførst #dkpol 

[LINK]",negative
119,"Men heldigvis så er dette frivillig?

NOT?",negative
120,"Ja, det er nemlig rigtigt. Der er flere forskellige, jeg tog afsted fra Folehaven. Du kan finde en oversigt over de fire destinationer her:",neutral
121,"Bare ikke hele tiden, med de der flygtninge. Du virker meget meget sikker i din sag på at samfundet bare skal reagere fast nok over for barnet og det i sig selv vil hjælpe. Hvad bygger du det på?",negative
122,Hvor gammel er det nu Mikmer er?,neutral
123,Banebrydende: Aalborg-virksomhed får kæmpeordre på over 100 millioner kroner,positive
124,Det her er jo et eklatant eksempel på magtmisbrug for egen vindings skyld... bibringer i den grad de elementer der kvæler og undertrykker et ellers smukt og hårdt oparbejdet demokrati #dkpol #FinderISelvUd,negative
125,"Et sted i Danmark 🤔
Region trodser klimamål: Sender 100 tons vasketøj på langfart 🤔
Det er resultatet af et udbud, der sparer regionen 29 millioner årligt. De mange ekstra kilometer er skidt for CO2-regnskabet. #miljø #dkmedier #DKPol",negative
126,Hvordan havde de det i deres hjemland ? Bedre eller værre end her ? Det er et politisk stunt som de stupide politikere hopper på De skyer ingen midler heller ikke deres børns trivsel for at få lov at blive og medierne støtter dem Ud med dem nu,negative
127,Efter weekendens homofobiske tilråb mod Viktor Fischer har Aarhus Kommune nu sat en regnbuebænk op foran AGF's hjemmebane. #sldk #ultratwitteragf #agf #fck,neutral
128,"Jeg er altså ikke helt færdig med @USER. Hans konstante pres på målmand og forsvar giver en ekstra dimension. 

Allerede nu er han nummer to på vores topscorerliste (4 mål).

Han kan blive en af vores vigtigste signings længe og en frygtindgydende angriber i playoff. #vejleb",positive
129,"Men skyldes det ikke, at hans evner og sociale kompetencer er blevet ødelagt?",neutral
130,"Jeg har heller ikke set så meget af det, men min fornemmelse for det, jeg følger af NHL er, at han holder Maple Leafs inde i serien",positive
131,"Nyopførte parcelhuse er i snit 86 % procent større end i
1957, mens stigningen for stuehuse ligger på 56 % siden 1964.
#dkbiz #dkbol #dkøko #dkcre Kilde:",neutral
132,"Åh, ja, den gamle vittighed skal jo luftes. Naturligvis.",neutral
133,"[LINK]
""Har man undladt eller forsinket kontrollen med bankerne, fordi de har ydet støtte til de borgerlige partier?"" - Claus Bryld #DkPol #BekæmpFattigdomNU",negative
134,Du taler udenom. Prøv at forholde dig til at modellen med et prishop er afprøvet i Norge. Resultatet er entydigt godt. Der er markant færre der ryger. Staten tjener stadig penge på rygerne. Og det er på trods af grænsehandel som er en mindst lige så stor udfordring i N som i DK.,negative
135,"Oveni Netflix, HBO, Viaplay, Amazon Prime, som man skal have, for at kunne se det man gerne vil. Er der noget at sige til, at piratkopiering blomstrer...",negative
136,"Det er da det ultimative bevis, på at sverigsdemokraterne har bidraget til den samme udvikling.",neutral
137,"Hej Lone! Jeg researchede lidt og blev bla klogere i denne debat på et forskerforum: Jeg tror stadig vores nuværende kurs er katastrofal, men tvivlen skal komme dig til gode her. Forskningen og baggrunden for denne skal til debat, for alles skyld. #dkpol",neutral
138,"Tv2 har kun hovedsæde i Odense på papiret. Den er forlængst kapret og flyttet til Teglholmen hvor direktionen og cheferne holder til. Det er politikerne udemærket klar over. Og havde der ikke været grebet ind politisk, lå Tv2 Danmark i dag 100% i København.",negative
139,"Hvis jeg var studerende, ville jeg helt klart søge det her job",positive
140,I Retten på Frb. afviser en dommer at give #aktindsigt i retsbog pga. lukkede døre og navneforbud. Dommeren henviser i stedet i - Må jeg anbefale et kig i retsplejeloven. #suk #anklager,negative
141,"Stop nu med at forsvare fascister. Må være nemt nok at være helligfranz når det ikke er DIT liv, der er truet. Gratis omgang på vores bekostning.",negative
142,Mangler kun byrådets ja: Lokalplanforslag om omstridte vindmøller på vej,negative
143,"Et ægtepar i Kruså er i tvivl om, hvorvidt grænsekontrol er fornuftig brug af politiets ressourcer. Det er Inger Støjberg ikke. Hvorfor er der ingen, som spørger efter en saglig og faglig vurdering af effektiviteten? #dkpol #eudk",negative
144,"Dybt bekymrende, at de siddende politikere ikke tager udfordringen med @USER's sololøb alvorligt nok. Der skal andre boller på suppen, langt større gennemsigtighed og mere grønt fokus. Det kan kun gå for langsomt. #dkpol",neutral
145,Guardiola: Medierne vil have Liverpool til at vinde mesterskabet #pldk,neutral
146,"SAS aflyser yderligere 1200 fly mandag/tirsdag. 1/3 af årets forventede resultat før skat på 1,5 mia. SEK er ved at være væk med aflysninger, kompensation og manglende bookinger den kommende uge af frygt for at SAS ikke flyver #aktier #dkbiz #dkøko #dkpol",neutral
147,Alternativet’s spidskandidat til Europa Parlamentsvalget - Følg med her 🌱:,neutral
148,"2020 TV2 der vinder han igen, så har i masser af tid til overskrifter, ja i kunne jo også prøve med journalistik for Real #dkmedier",negative
149,"Nej Det kan vi ikke indgå en aftale om. De ting du nævner er ting som nazister gjorde, men det var jo ikke sådan de præsenterede deres politik for befolkningen.",negative
150,"1. Det er politiets opgave at holde øje med om færdselslovens krav til køretøjer overholdes. Det gælder såvel cykler som el-løbehjul.

2. Der er det højeste antal betjente siden 2007.",neutral
151,"Det her, det er sejt! Sådan en bog, ville jeg ønske, jeg havde haft, da jeg startede på arbejdsmarkedet. Og så kan du hente den uden at det koster dig din e-mail, dit telefonnummer eller din førstefødte. Sæt i gang 🏃‍♀️💨",positive
152,Tellerup er da forlængst blevet et kæmpe brand!,negative
153,"Jeg er ikke imod det Pia.
Slet ikke. Synes bare det er tankevækkende.",neutral
154,"Man kan brug sin ferie eller sin flex, leje en barnepige. Det kan jo ikke altid være samfundet der skal betale. Har en veninde i Frankrig, de har slet ikke samme forhold som i dk og børnene er længere i institutioner og kommer der yngre end i dk. så måske er dk ikke så dårligt",negative
155,Hanegal-stiftere investerer stort millionbelkøb i plantebaseret sats,neutral
156,"Så er jeg hoppet på GoT, første par afsnit set - det ser lovende ud",positive
157,"Det bliver i hvert fald spændende, om opblomstringen har efterladt noget blivende, eller det hele bare var zornigers værk - på godt og ondt.",neutral
158,Men derfor skal vi netop kæmpe for at man må have det på som man har lyst til. For vi er ikke et hak bedre hvis vi lovgiver om påklædning.,neutral
159,"Det er sgu lige før ja! Fandeme fjollet at sige, at kortet var tvivlsomt.",negative
160,Valget drejer sig om et #GrøntValg #velfærd og en #fairpension i #dkpol,neutral
161,Den forstår jeg ikke? Hvilken objektiv dækning? #dkpol,negative
162,"Tak, skal han nok blive nu han har fået penicillin",positive
163,"Endnu en gang må man spørge sig selv om, hvorfor denne type virksomhed ikke kan noteres i Danmark fremfor i Sverige. Jeg tror det er aktiesparekonto, kultur og manglende fokus på de spændende små virksomheder på den danske børs #iværksamf",negative
164,Er det t en strikkeopskrift? Så er det næsten det dobbelt af 25 cm = til det ca. passer. Hilsen humanisten 😁,neutral
165,"I Skive kan man forvandle søstjerner til dyrefoder, og dermed går en god forretning hånd i hånd med en klimaindsats ⭐️💛 Nysgerrig? Læs mere her: #dkgreen #landbrug #dkbiz",positive
166,Farum Lilleskole flytter ind hos FC Nordsjælland,positive
167,En dømt fodboldspiller fra NFC kan nu ånde lettet op. Han risikerer ikke at blive vist ud af landet.,neutral
168,Massiv kø efter uheld på Køge Bugt-motorvejen,neutral
169,"Så fik Blitek ‘ s socialøkonomiske virksomhed et logo. Vi arbejder med at hjælpe borgere, som ikke matcher ind på det ordinære arbejdsmarked, med et job. Vi har nu 6 flexjobbere ansat og de er smadder gode 😁 #socialøkonomi #allekannoget #samskabelse",positive
170,"Undskyld mig, men for bare 3 timer siden, kaldte du de der hærgede Nørrebro for ""En flok voldspsykopater"" 
Så ved jeg ikke hvad der er bedst i dine øjne, en nar eller en flok voldspsykopater 🤔",negative
171,"Ja £! Mata er det mindste ‘problem’, så det her argument, at det karakteriserer, hvad der er galt med MUFC, er tåbeligt. Rojo, Darmian, Sanchez, Young, Jones etc er værre. Mata er selvsagt ikke tænkt som 1.valg, og han er en ‘model pro’, der ik brokker sig (se fx Sané nu i City)",negative
172,Advarsel: Flere bilister fik falske p-bøder i midtbyen,negative
173,Bekræftet: Albin Lagergren skifter til Rhein-Neckar Löwen -,neutral
174,"te faltó ""CARAJO"" !!!",neutral
175,Det var så offentlige 🥴🤓,neutral
176,Du svarede vel bare igen?,neutral
177,« Ici c’est le club med » merci martini,neutral
178,"Hvordan går det med dyrkningen af hestebønner i Danmark?
For ca 5 år siden var der mange marker med hestebønner, der skulle erstatte importen. #dkgreen #Landbrug #dkpol",neutral
179,"Vores alle sammen kommede udenrigsminister slår til igen på twitter 1
@USER 0
# Kom nu ind i den moderne kommunikationverden.",negative
180,"Haderslev: Vi har i et stykke tid ledt efter en tyveknægt i området v/ Lindedal - han var brudt i en bil i området. Tyveknægten beskrives som: ca. 30 år, ca. 180 cm, iført grå trøje og blå jeans. Hvis Du har set noget i området hører vi gerne fra Dig på 114. Vagtchefen #politidk",neutral
181,"Tak for den ( interessante) anekdote, som (sædvanlig) ikke rigtig svarer på mit spørgsmål.",negative
182,"Bestemt. Det er lidt enten eller, ikke?",negative
183,"Okay, så du ser en kobling mellem at fortælle om ting, der normalt holdes hemmeligt, og at synes det er det fineste i verden at være et offer?",negative
184,John Lammers kan komme til at undvære en af sine profiler mod FC Nordsjælland. #sldk,neutral
185,Trailer stjålet i Mejlby....,neutral
186,"Seneste topnyhed på : #nyheder Hård rock og hæder: Da Dronningen kom til Rungstedlund Intet er som det plejer, når Lars Von Trier er involveret.",neutral
187,"Gode forslag fra ⁦@USER⁩ om kemi, holdbarhed og reparationer, flere som ⁦@USER⁩ også tidligere har forslået. Håber ⁦@USER⁩ i dk også støtter op om den vej #dkpol #eudk",positive
188,"Fx forstår jeg heller ikke at folk finder det i orden at råbe homofobisk og racistisk på stadion, at de synes det er indordne at slås efter fodboldkampe, at togene ml H og Roskilde et fyldt af øl, tis og bræk osv. Men det må være lighed for loven.",negative
189,han skal selvfølgelig rubriceres som det han er - journalist og tv-producent,neutral
190,"Det er jo nemt nok at mene noget drastisk, når man tilhører en gruppe, som ikke ryger og ellers har fint råd til at betale 90 kr. for en pakke.",negative
